SRR5755588	SRR5755589	SRR5755590	SRR5755591	SRR5755592	SRR5755593
Olfr986	0	0	0	0	0	0
Olfr987	0	0	0	0	0	0
Olfr988	0	0	0	0	0	0
Olfr99	0	0	0	0	0	0
Olfr990-ps1	0	0	0	0	0	0
Olfr992	0	0	0	0	0	0
Olfr993	0	0	0	0	0	0
Olfr994	0	0	0	0	0	0
Olfr995	0	0	0	0	0	0
Olfr996	0	0	0	0	0	0
Olfr997-ps1	0	0	0	0	0	0
Olfr998	0	0	0	0	0	0
Olfr999-ps1	0	0	0	0	0	0
Olig1	118143	128928	79882	99442	98276	98587
Olig2	59832	63749	38286	51750	50933	50932
Olig3	0	0	0	0	0	0
Olr1	0	0	0	0	0	0
Oma1	788	871	555	862	940	814
Omd	2	3	0	1	0	3
Omg	7558	7330	4798	2362	2315	2480
Omp	30	30	15	31	26	35
Omt2a	0	0	0	0	0	0
Omt2b	8	6	0	0	0	0
Onecut1	5	1	0	2	2	3
Onecut2	268	192	103	207	214	252
Onecut3	2	3	4	0	1	0
Ooep	1	0	0	0	2	0
Oog1	0	0	0	0	0	0
Oog2	0	0	0	0	0	0
Oog3	0	0	0	0	0	0
Oog4	0	0	0	0	0	0
Oosp1	0	0	0	0	0	0
Opa1	9028	8064	5538	9883	9320	10148
Opa3	5523	5522	3762	6964	7031	6957
Opalin	23	19	8	11	16	6
Opcml	1169	1052	773	294	312	316
Ophn1	2322	2192	1390	997	899	1028
Oplah	1016	953	655	288	273	298
Opn1mw	0	1	0	0	0	0
Opn1sw	36	17	16	1	0	3
Opn3	314	338	198	564	585	558
Opn4	0	0	0	0	0	0
Opn5	0	0	0	1	0	0
Oprd1	0	1	0	1	2	1
Oprk1	1	2	1	1	1	0
Oprl1	477	421	280	146	124	147
Oprm1	0	0	0	0	0	0
Optc	119	102	70	62	48	56
Optn	1053	1033	628	447	373	498
Orai1	1079	1192	839	1142	999	1042
Orai2	340	322	241	275	300	318
Orai2-ps	6	6	5	2	0	2
Orai3	1906	1983	1235	843	888	858
Oraov1	1011	1041	642	756	864	835
Orc1	242	168	172	975	1038	1107
Orc2	3594	3493	2445	6533	6616	6889
Orc3	3709	3642	2449	3312	3307	3374
Orc4	2484	2347	1537	3402	3535	3593
Orc5	2524	2536	1637	3000	3128	3150
Orc6	2237	2327	1614	5225	5100	5392
Orm1	1	0	1	0	1	0
Orm2	3	6	1	4	2	0
Orm3	1	0	3	0	0	0
Ormdl1	3017	3044	2025	2514	2556	2544
Ormdl2	941	924	617	1006	1031	1003
Ormdl3	4926	5124	3345	3884	3979	4039
Os9	14011	14780	9215	5876	5326	5824
Osbp	7321	6686	4840	6663	6247	6584
Osbp2	150	142	93	105	128	127
Osbpl10	497	504	346	801	784	822
Osbpl11	3647	3384	2325	3387	3304	3756
Osbpl1a	2846	2883	1824	3559	3664	3741
Osbpl2	3379	3340	2181	2163	2110	2197
Osbpl3	1210	1152	855	1073	1067	1049
Osbpl5	2992	3011	1931	863	939	968
Osbpl6	1922	1957	1301	4303	4195	4626
Osbpl7	999	1023	626	710	569	649
Osbpl8	6312	5425	3811	7010	6895	7550
Osbpl9	6431	6657	4262	2874	2886	2932
Oscar	11	3	3	4	15	4
Oscp1	1488	1680	998	1239	1297	1376
Osgep	2565	2933	1873	2710	2725	2763
Osgepl1	1347	1299	949	969	1107	1088
Osgin1	6	1	1	6	12	4
Osgin2	2136	2051	1464	1257	1231	1407
Osm	0	0	0	0	0	0
Osmr	118	106	51	75	74	66
Osr1	4	5	2	0	1	1
Osr2	310	330	218	26	42	37
Ost4	2224	2465	1592	2157	2245	2371
Osta	1	1	1	0	0	1
Ostb	1	1	0	0	0	0
Ostc	6344	6502	4376	8220	8411	8466
Ostf1	1584	1917	997	1868	1962	1852
Ostm1	4797	4624	3137	3399	3561	3618
Ostn	0	0	0	4	0	2
Otc	0	1	1	0	0	0
Otoa	491	504	282	11	29	16
Otof	0	0	2	0	0	1
Otog	4	2	1	0	2	1
Otogl	1	0	0	1	2	0
Otol1	0	0	0	0	1	0
Otop1	1	1	1	2	1	4
Otop2	0	0	1	0	0	4
Otop3	0	0	0	0	0	0
Otor	0	0	0	0	0	0
Otos	1	1	3	1	1	2
Otp	0	0	0	0	1	0
Ott	0	0	0	0	0	0
Otub1	7810	8668	5458	7616	7478	7795
Otub2	1235	1133	856	837	1010	1025
Otud1	1048	1052	666	528	545	547
Otud3	487	477	286	485	632	580
Otud4	3548	2995	2112	5740	5438	6403
Otud5	7068	7499	4684	5033	5001	5278
Otud6a	0	0	0	0	0	0
Otud6b	3032	3087	1952	4839	4926	4993
Otud7a	163	174	113	216	182	205
Otud7b	6090	5804	3788	3750	3644	4206
Otx1	563	525	382	763	683	779
Otx2	531	504	374	679	594	670
Ovca2	579	702	505	473	509	518
Ovch2	0	0	0	0	0	0
Ovgp1	103	99	41	76	116	135
Ovol1	31	28	27	10	19	15
Ovol2	0	0	0	0	0	0
Ovol3	6	2	0	4	5	6
Oxa1l	6653	7164	4442	5146	5251	5418
Oxct1	25589	26141	17691	21673	21746	22198
Oxct2a	1	1	0	0	1	0
Oxct2b	1	0	2	0	0	0
Oxgr1	0	0	0	1	1	1
Oxnad1	1444	1502	1045	2505	2563	2509
Oxr1	6571	6459	4355	14082	13539	14600
Oxsm	1063	1001	632	614	567	611
Oxsr1	4056	3761	2652	3923	3813	4024
Oxt	3	0	0	2	0	0
Oxtr	5	13	7	24	40	19
P2rx1	88	85	83	1	3	11
P2rx2	2	1	2	20	10	9
P2rx3	186	176	132	66	84	86
P2rx4	1453	1672	1045	525	437	527
P2rx5	7	4	14	18	15	20
P2rx6	306	369	251	43	27	56
P2rx7	3698	3571	2554	6574	6013	6853
P2ry1	725	696	449	905	888	1042
P2ry10	1	0	0	0	1	0
P2ry12	95	68	59	19	35	29
P2ry13	1	0	0	1	0	0
P2ry14	1	8	7	6	7	21
P2ry2	495	490	326	20	28	22
P2ry4	0	3	2	0	0	0
P2ry6	0	0	0	0	2	0
P4ha1	4373	3984	2928	6851	6901	6585
P4ha2	303	337	265	281	314	240
P4ha3	87	78	64	4	0	1
P4hb	38650	39619	26578	46621	48101	46943
P4htm	528	564	346	384	454	384
Pa2g4	11971	12430	8416	24900	24847	24682
Pabpc1	58326	58932	39661	57936	57493	58625
Pabpc1l	18	27	15	16	28	34
Pabpc1l2a-ps	0	2	0	0	0	0
Pabpc1l2b-ps	0	0	0	0	0	0
Pabpc2	0	0	0	0	0	0
Pabpc4	3148	3233	2379	5840	5840	5767
Pabpc4l	27	28	12	56	50	53
Pabpc5	181	145	91	110	98	108
Pabpc6	4	6	5	12	5	4
Pabpn1	1718	1980	1121	2108	2042	2516
Pabpn1l	0	0	0	0	0	0
Pacrg	514	625	330	368	393	397
Pacrgl	645	637	330	488	472	484
Pacs1	3899	3824	2591	3146	3096	3271
Pacs2	3957	3756	2594	2419	2308	2446
Pacsin1	257	250	166	249	247	267
Pacsin2	3935	3873	2613	6592	6823	6677
Pacsin3	2057	2385	1514	973	947	1002
Padi1	0	0	0	0	0	0
Padi2	4137	3887	2553	169	147	160
Padi3	0	0	0	1	1	2
Padi4	0	2	1	0	0	0
Padi6	0	0	0	0	0	1
Paf1	4825	5129	3199	4462	4425	4822
Pafah1b1	31311	29624	19783	26426	26906	28355
Pafah1b2	9871	9986	6521	12699	13188	13787
Pafah1b3	2337	2697	1828	2012	2199	2026
Pafah2	1683	1779	1124	1208	1315	1218
Pag1	9011	7898	5578	4175	3834	4527
Pah	2	10	3	1	1	2
Paics	21591	21417	14640	27747	28238	28571
Paip1	10367	10610	6826	9324	9489	9636
Paip2	10211	11224	7381	7265	7317	7072
Paip2b	8136	7997	5454	4813	5063	5124
Pak1	2216	2404	1513	1678	1723	1886
Pak1ip1	2592	2713	1703	4475	4305	4568
Pak2	13326	12361	8368	16780	15877	16923
Pak3	4077	3221	2450	1040	987	1165
Pak4	2695	3038	1812	4273	4056	4479
Pak6	39	30	8	213	225	225
Pak7	121	157	97	29	29	34
Palb2	251	307	193	631	728	750
Palld	5831	5321	3537	3454	2934	3410
Palm	3015	2915	1973	1484	1431	1439
Palm2	59	62	23	38	38	34
Palm3	6	16	7	9	18	8
Palmd	410	465	307	841	847	904
Pam	4461	4516	3050	6639	6563	6936
Pam16	817	772	507	720	746	744
Pamr1	32	24	18	9	4	2
Pan2	4158	4207	2735	3186	2890	3418
Pan3	2186	2137	1382	2652	2678	2919
Pank1	2111	1931	1387	1448	1445	1479
Pank2	3643	3540	2503	3998	4029	4220
Pank3	18018	15210	11336	26683	25319	26567
Pank4	1336	1471	1012	2034	1985	2300
Panx1	2155	2229	1515	2016	1973	1944
Panx2	36	22	17	7	8	6
Panx3	0	0	1	0	0	0
Paox	263	264	175	146	206	206
Papd4	2398	2349	1629	2736	2639	2790
Papd5	2251	1810	1267	2994	2898	3115
Papd7	2441	2179	1505	3754	3722	3921
Papln	1837	1757	1285	3221	3124	3450
Papola	14821	13998	9702	21492	21650	22735
Papolb	0	3	1	3	5	4
Papolg	1403	1389	877	1028	1158	1218
Pappa	15	6	11	3	5	7
Pappa2	6	6	3	8	18	13
Papss1	18144	18975	12426	14252	14143	15213
Papss2	659	546	377	27	6	15
Paqr3	509	410	324	243	181	241
Paqr4	6557	7115	4473	5684	5929	5888
Paqr5	9	8	2	2	1	1
Paqr6	53	42	22	2	2	0
Paqr7	5491	5949	3664	1821	1935	2110
Paqr8	18220	17968	11194	8264	8361	9274
Paqr9	92	89	56	203	179	181
Pard3	5569	5431	3521	4281	4074	4310
Pard3b	1745	1503	957	1304	1153	1258
Pard6a	1388	1450	937	1030	1018	1068
Pard6b	225	267	158	137	119	156
Pard6g	2026	2046	1385	1935	1924	2003
Parg	3736	3500	2496	3738	3608	3929
Park2	139	141	95	38	27	46
Park7	7306	8107	5299	7059	7409	6922
Parl	3429	3601	2384	3623	3700	3513
Parm1	553	550	347	197	219	198
Parn	3841	4175	2625	2925	3008	2845
Parp1	13863	14132	9131	21446	20576	21623
Parp10	72	92	56	16	24	18
Parp11	2216	2217	1429	1982	1934	1917
Parp12	852	809	512	571	539	613
Parp14	167	135	91	25	21	34
Parp16	365	394	342	298	335	361
Parp2	2040	2151	1341	2666	2496	2625
Parp3	345	398	201	363	361	394
Parp4	981	957	575	342	274	380
Parp6	1796	1673	1101	1038	999	1212
Parp8	1777	1709	1127	1656	1715	1732
Parp9	487	432	251	189	228	213
Pars2	615	685	467	666	696	660
Parva	5479	5414	3678	5939	5565	5978
Parvb	5023	5064	3434	7719	7158	7866
Parvg	28	9	3	11	8	13
Pask	1257	1252	824	2402	2157	2390
Pate2	72	66	39	74	109	91
Pate4	1	0	1	1	2	0
Patl1	3463	3304	2207	4119	3714	4057
Patl2	0	0	0	0	0	1
Patz1	5579	5688	3756	4700	4666	4835
Pawr	212	212	177	415	470	475
Pax1	6	1	2	0	2	1
Pax2	0	0	0	0	0	2
Pax3	142	204	118	67	34	68
Pax4	2	0	0	0	0	2
Pax5	0	0	0	0	0	0
Pax6	2364	2199	1529	2255	2082	2401
Pax6os1	2	1	1	0	0	3
Pax7	0	0	1	0	0	0
Pax8	3	6	5	17	18	28
Pax9	88	100	39	65	32	32
Paxip1	3320	3299	2200	5498	5412	5798
Pbk	5552	5641	3844	10813	10858	11349
Pbld1	3	6	3	1	2	3
Pbld2	114	132	71	21	23	31
Pbp2	0	0	0	0	0	0
Pbrm1	10417	8595	5977	10545	9957	11607
Pbsn	0	0	0	0	0	0
Pbx1	4914	4503	3261	3079	2959	3107
Pbx2	1703	1795	1278	1792	1796	1867
Pbx3	2338	2301	1570	3190	2980	3102
Pbx4	862	935	533	437	541	518
Pbxip1	34299	34654	22160	26567	26520	27153
Pcbd1	15	13	20	14	20	8
Pcbd2	374	448	245	275	317	279
Pcbp1	18851	19518	12082	24538	24275	24827
Pcbp2	22877	22739	15476	24060	23228	24813
Pcbp3	1272	1368	936	2074	2059	2007
Pcbp4	11247	12429	7550	9842	9995	10442
Pcca	3977	3960	2635	2751	2566	2684
Pccb	6246	6638	4343	3616	3862	3838
Pcdh1	2651	2541	1736	2944	2534	3078
Pcdh10	31149	29635	19519	17166	16590	18250
Pcdh11x	4275	3693	2640	2977	2844	3242
Pcdh12	2	0	1	2	2	2
Pcdh15	6546	5539	4149	2827	2453	3024
Pcdh17	7604	6461	4735	4775	4558	4725
Pcdh18	453	404	328	1005	961	1072
Pcdh19	2552	2195	1523	3392	2975	3533
Pcdh20	20	14	16	20	15	27
Pcdh7	3351	2894	1851	3797	3475	3871
Pcdh8	348	295	182	56	40	57
Pcdh9	5311	4698	3119	2049	2137	2298
Pcdha11	3232	2927	1887	4218	3828	4517
Pcdha3	31	31	20	16	16	14
Pcdhb1	0	0	0	0	0	1
Pcdhb10	1139	1023	674	443	456	430
Pcdhb11	1445	1366	897	531	500	541
Pcdhb12	245	237	154	126	135	113
Pcdhb13	62	55	40	42	43	45
Pcdhb14	686	581	361	514	527	505
Pcdhb15	203	173	121	89	93	120
Pcdhb16	1142	904	672	634	608	694
Pcdhb17	1320	1151	743	613	602	678
Pcdhb18	1886	1499	1013	840	735	924
Pcdhb19	1581	1219	948	1153	1009	1218
Pcdhb2	472	383	280	173	111	173
Pcdhb20	1150	1073	679	792	835	765
Pcdhb21	933	642	539	511	407	560
Pcdhb22	1271	1173	709	705	729	729
Pcdhb3	421	381	227	123	143	125
Pcdhb4	308	342	222	271	292	313
Pcdhb5	1525	1452	969	746	787	840
Pcdhb6	399	432	335	239	248	253
Pcdhb7	442	388	263	219	190	195
Pcdhb8	376	368	230	160	155	143
Pcdhb9	933	852	662	277	324	355
Pcdhgc5	112213	111339	73010	86294	83481	89620
Pcf11	4031	3782	2536	4145	3881	4296
Pcgf1	364	492	293	299	295	263
Pcgf2	1782	1836	1204	665	519	606
Pcgf3	7330	7039	4780	7092	7178	7491
Pcgf5	613	625	405	1109	1111	1118
Pcgf6	706	658	441	1091	1141	1194
Pcid2	3504	3444	2428	3426	3558	3589
Pcif1	6957	7467	5009	5464	5406	5867
Pck1	0	1	0	0	0	0
Pck2	2804	3298	2047	2888	2958	2933
Pclo	1071	871	711	1444	1428	1611
Pcm1	17008	15405	10319	16795	15950	18153
Pcmt1	5137	5395	3364	6691	6823	7127
Pcmtd1	6802	6438	4162	3596	3462	3780
Pcmtd2	10164	9846	6629	2935	3064	3500
Pcna	8225	8240	6047	21904	21978	22333
Pcna-ps1	0	0	0	0	0	0
Pcna-ps2	858	923	644	2579	2387	2529
Pcnp	5563	5556	3736	5741	5922	5988
Pcnt	3105	2785	1846	4108	3823	4379
Pcnx	7983	6881	4988	6502	6404	7114
Pcnxl2	2	4	4	3	4	3
Pcnxl3	7994	7653	5111	7902	7707	8074
Pcolce	191	270	176	330	278	284
Pcolce2	112	145	106	338	379	387
Pcp2	4	2	0	0	0	2
Pcp4	18	15	13	20	19	15
Pcp4l1	1044	1092	661	5353	5337	5391
Pcsk1	3	7	1	0	0	0
Pcsk1n	4607	5205	2683	1645	1640	1546
Pcsk2	100	54	51	30	44	36
Pcsk4	73	136	40	60	96	118
Pcsk5	235	253	157	157	184	173
Pcsk6	2307	2281	1508	972	912	941
Pcsk7	1903	1842	1319	1776	1907	1913
Pcsk9	18	6	21	17	7	18
Pctp	37	17	16	12	23	24
Pcx	12037	12430	8067	7103	6355	7145
Pcyox1	18696	17934	12371	13153	13272	13594
Pcyox1l	1669	1701	1121	2620	2498	2624
Pcyt1a	8309	8051	5419	8448	8353	9036
Pcyt1b	3837	3647	2625	3387	3518	3445
Pcyt2	3300	3795	2336	5283	5317	6082
Pdap1	7916	8654	5397	11622	11171	11223
Pdc	0	0	0	0	0	1
Pdcd1	0	0	0	0	0	0
Pdcd10	1983	1989	1372	2068	2251	2043
Pdcd11	3326	3359	2180	5716	4977	5760
Pdcd1lg2	0	0	1	1	1	0
Pdcd2	0	0	0	0	0	0
Pdcd2l	1283	1287	891	1588	1661	1653
Pdcd4	7247	7225	4552	2116	2036	2215
Pdcd5	1588	1845	1224	2940	2962	2847
Pdcd6	6000	6395	4210	4733	4912	4862
Pdcd6ip	8220	7888	5251	9611	8989	9697
Pdcd7	1119	1093	746	1320	1246	1198
Pdcl	7144	6937	4785	4563	4654	4877
Pdcl2	0	0	1	0	0	0
Pdcl3	3719	4027	2616	3822	4235	4081
Pddc1	1606	1751	1140	1085	1109	1096
Pde10a	2388	2089	1385	5013	4823	5478
Pde11a	92	97	64	57	45	44
Pde12	1445	1413	934	2041	2122	2019
Pde1a	290	275	218	245	285	282
Pde1b	10947	11329	7642	6155	6022	6534
Pde1c	3169	2843	2082	1153	1117	1192
Pde2a	4677	4924	3212	3402	3406	3614
Pde3a	294	347	207	988	906	989
Pde3b	3938	3516	2613	4994	4988	5243
Pde4a	234	231	126	131	112	125
Pde4b	7265	6970	4825	5862	5839	6413
Pde4c	2	5	1	1	1	0
Pde4d	1947	1758	1283	1311	1225	1291
Pde4dip	7055	6501	4580	5127	4949	5211
Pde5a	177	130	94	196	168	160
Pde6a	1	0	0	1	0	1
Pde6b	2	0	0	0	0	0
Pde6c	0	0	0	0	0	0
Pde6d	2872	2788	1939	3101	3209	3229
Pde6g	2	1	6	12	1	5
Pde6h	1	0	0	0	0	0
Pde7a	4394	4472	2888	3977	3798	4062
Pde7b	1334	1271	868	1195	1109	1068
Pde8a	96	104	81	97	135	164
Pde8b	130	137	127	69	96	121
Pde9a	6983	7731	4711	1986	2025	2088
Pdf	39	29	18	21	19	21
Pdgfa	649	615	443	938	986	1004
Pdgfb	2	0	0	3	5	10
Pdgfc	651	628	371	1411	1453	1410
Pdgfd	11	9	3	0	2	1
Pdgfra	13382	11939	8304	3710	3557	3987
Pdgfrb	12	19	11	7	10	14
Pdgfrl	668	622	508	138	108	97
Pdha1	17999	17840	12144	19440	19119	20031
Pdha2	0	0	0	0	0	0
Pdhb	7306	7801	5183	6803	6827	6984
Pdhx	3374	3355	2366	3676	3809	4077
Pdia2	0	1	1	2	0	5
Pdia3	30340	31245	20435	40761	40807	41270
Pdia4	12725	12620	8144	15949	15430	15636
Pdia5	886	1034	670	1621	1719	1794
Pdia6	12923	13869	8843	20466	21299	20761
Pdik1l	1663	1515	1094	1920	2050	2178
Pdilt	0	0	0	0	0	0
Pdk1	4152	3619	2958	4855	6158	5233
Pdk2	3849	4186	2593	934	967	991
Pdk3	1620	1528	1035	2044	2238	1988
Pdk4	379	262	211	61	52	57
Pdlim1	323	296	188	912	918	879
Pdlim2	22	36	40	77	38	60
Pdlim3	114	105	53	12	17	11
Pdlim4	998	961	582	3768	3864	3927
Pdlim5	22336	20933	14117	15082	14526	15836
Pdlim7	938	984	592	1017	969	1044
Pdp1	1005	862	606	469	473	618
Pdp2	1064	1001	735	1127	1135	1084
Pdpk1	4690	4096	3101	5824	5723	5816
Pdpn	5628	5918	3706	2808	2864	3071
Pdpr	3881	3349	2335	3158	3184	3502
Pdrg1	2088	2257	1421	1890	1898	2109
Pds5a	5072	4549	3173	8512	8569	8997
Pds5b	7399	6740	4797	11222	10148	11106
Pdss1	351	374	230	1296	1483	1450
Pdss2	923	942	617	897	898	903
Pdx1	0	0	0	0	0	0
Pdxdc1	5509	5209	3422	5908	6179	6290
Pdxk	2485	2232	1519	9082	8951	9253
Pdxk-ps	16	6	0	3	1	2
Pdxp	512	625	407	1129	1107	1163
Pdyn	1	0	0	0	0	0
Pdzd11	2311	2529	1728	2758	2719	2860
Pdzd2	101	81	64	252	233	229
Pdzd3	26	39	18	118	145	128
Pdzd4	2522	2631	1690	2852	2872	3092
Pdzd7	157	147	97	45	52	52
Pdzd8	5178	4776	3183	5051	5038	5580
Pdzd9	14	11	6	14	10	7
Pdzk1	1	2	1	3	1	5
Pdzk1ip1	0	1	4	15	9	3
Pdzrn3	6976	6682	4396	2281	1980	2113
Pdzrn4	806	925	577	710	624	687
Pea15a	87369	91622	59892	88058	90666	90276
Pea15b	0	0	0	0	0	0
Pear1	29	25	12	65	54	64
Pebp1	20361	22839	14732	20684	20920	20923
Pebp4	0	2	0	0	0	0
Pecam1	10	20	8	13	14	10
Pecr	448	435	318	442	442	517
Pef1	3553	3816	2438	2711	2840	2757
Peg10	9033	7800	5972	29284	27031	29659
Peg12	1638	1707	1084	5272	5434	5384
Peg3	16087	14153	9812	13963	12347	15782
Peli1	9093	8592	5823	8709	8332	8585
Peli2	9763	9162	6078	4839	4778	5286
Peli3	102	122	78	23	25	27
Pelo	1058	1068	786	1335	1444	1380
Pelp1	4512	4727	3137	5328	4847	5463
Pemt	193	182	144	526	458	453
Penk	9	6	3	7	1	5
Peo1	1788	1884	1242	2349	2144	2350
Pepd	1289	1371	956	1907	1927	1949
Per1	3067	2803	1854	2290	2064	2179
Per2	837	880	610	1178	1111	1168
Per3	2424	2612	1651	922	966	1014
Perp	18	13	2	2	1	4
Pes1	5676	5910	4044	8118	7967	8341
Pet112l	1384	1404	926	1233	1243	1317
Pet2	0	0	0	0	0	0
Pex1	1287	1259	843	987	917	1095
Pex10	661	737	409	486	535	564
Pex11a	717	710	493	602	559	555
Pex11b	1181	1399	873	1011	1053	1100
Pex11c	458	452	300	83	86	70
Pex12	1314	1217	826	880	952	986
Pex13	4536	4905	3148	4001	4143	4076
Pex14	1476	1701	1035	1440	1345	1412
Pex16	847	1110	685	624	635	667
Pex19	10051	10684	6881	8323	8746	8731
Pex26	976	942	661	679	575	622
Pex3	2413	2330	1622	1675	1687	1695
Pex5	5131	5358	3239	3001	3059	3449
Pex5l	147	148	95	250	238	291
Pex6	4451	4695	3073	3091	2792	3135
Pex7	2019	2114	1334	1762	1846	1830
Pf4	3	1	3	10	8	19
Pfas	4032	3838	2465	5495	5335	6016
Pfdn1	5853	6033	3879	6407	6952	6590
Pfdn2	2647	2902	1884	3249	3243	3443
Pfdn4	969	981	672	2029	2071	1977
Pfdn5	7601	8703	5708	5574	6079	5693
Pfkfb1	93	82	57	139	149	158
Pfkfb2	2533	2422	1623	1498	1428	1795
Pfkfb3	2679	2591	1709	3545	3669	3479
Pfkfb4	386	414	252	352	387	357
Pfkl	9383	8527	6265	10995	12139	10487
Pfkm	12928	14044	9007	8346	8574	8594
Pfkp	484	429	318	1723	1729	1602
Pfn1	19895	21711	14009	34671	34590	35323
Pfn2	31174	30769	19680	15403	15158	15571
Pfn3	0	0	0	0	0	0
Pfn4	566	481	358	145	200	179
Pfpl	0	0	0	0	0	0
Pga5	2	0	0	0	1	0
Pgam1	6004	5759	4361	8743	10027	9067
Pgam1-ps1	1	3	6	6	14	5
Pgam1-ps2	16	11	10	22	34	32
Pgam2	224	223	154	99	97	132
Pgam5	911	941	616	1573	1475	1595
Pgap1	4301	3557	2518	5862	5428	6142
Pgap2	1643	1761	1170	967	1110	995
Pgap3	695	759	460	562	637	596
Pgbd1	76	62	43	59	102	73
Pgbd5	282	295	192	304	328	317
Pgc	0	0	0	0	0	0
Pgcp	2522	2400	1652	976	942	868
Pgd	8026	8548	5416	10401	10016	10551
Pgf	703	770	459	158	127	162
Pggt1b	1942	1672	1202	2042	1904	2044
Pgk1	17349	17401	13100	23998	27089	24423
Pgk1-rs7	13	9	9	18	16	24
Pgk2	2	0	0	1	0	0
Pgls	4576	5363	3185	5510	5875	5507
Pglyrp1	6	7	6	3	7	11
Pglyrp2	0	0	0	0	0	0
Pglyrp3	0	0	0	0	0	0
Pglyrp4	0	0	0	0	0	0
Pgm1	1858	1702	1162	2200	2146	2089
Pgm2	7773	7647	5341	7711	8866	8462
Pgm2l1	709	643	448	922	843	935
Pgm3	2534	2553	1670	2350	2295	2421
Pgm5	85	66	40	21	18	28
Pgp	2438	2701	1720	3785	4113	4010
Pgpep1	13863	14890	9281	1793	1781	1885
Pgpep1l	0	0	0	0	0	0
Pgr	4	3	3	7	1	10
Pgr15l	0	0	0	0	0	2
Pgrmc1	7813	7934	5128	7899	7979	8077
Pgrmc2	5449	5351	3652	6625	6490	6740
Pgs1	1613	1659	1123	2828	3165	3082
Phactr1	952	863	612	287	218	256
Phactr2	349	345	218	391	418	439
Phactr3	415	381	273	34	35	23
Phactr4	5024	4881	3325	4229	3946	4352
Phax	4247	4492	2713	3733	3546	3733
Phb	2478	2642	1677	4346	4724	4582
Phb2	8168	9124	6042	14155	14225	14248
Phc1	5499	5884	3685	5421	5256	5452
Phc2	16202	17423	11217	16423	16759	16820
Phc3	7043	6045	4397	5410	5070	5884
Phex	65	89	46	140	132	170
Phf1	646	623	425	295	443	521
Phf10	3921	3850	2509	4895	5090	5137
Phf11	0	0	0	0	0	0
Phf12	3548	3424	2360	3898	3745	4141
Phf13	1253	1218	789	2023	2008	1962
Phf14	5855	5552	3598	5227	4937	5172
Phf15	91	72	52	751	700	751
Phf16	818	715	506	1815	1813	2020
Phf17	2115	1854	1328	2831	2663	2939
Phf19	777	874	546	1614	1692	1871
Phf2	9080	8314	5691	9316	8929	9578
Phf20	7258	6854	4547	7514	7251	7722
Phf20l1	2315	1962	1481	2147	2137	2301
Phf21a	8605	8294	5612	4736	4603	4781
Phf21b	2091	2202	1428	1441	1455	1667
Phf23	3076	3152	2091	4086	4134	4214
Phf3	8408	7885	5359	8231	7481	8594
Phf5a	3599	3720	2506	5632	5665	5733
Phf6	9698	8799	6113	10222	10062	10409
Phf7	667	691	461	439	464	537
Phf8	2633	2516	1715	2324	2162	2533
Phgdh	17453	19156	11841	14036	13872	14486
Phgr1	0	0	0	0	0	0
Phip	6514	5433	3994	8922	8059	9773
Phka1	3951	3570	2678	4205	3989	4358
Phka2	1689	1638	1142	1066	1089	1167
Phkb	7822	7301	4896	6640	6736	7000
Phkg1	184	187	125	44	42	48
Phkg2	2382	2759	1786	1597	1600	1764
Phlda1	2580	2539	1644	2497	2487	2422
Phlda2	0	0	0	0	0	1
Phlda3	228	196	138	532	477	457
Phldb1	12177	11990	8073	6549	6193	6873
Phldb2	1517	1348	930	1148	1159	1232
Phldb3	100	82	86	42	32	22
Phlpp1	11394	10707	7318	11569	10918	12455
Phlpp2	2675	2486	1871	3156	3123	3470
Phospho1	23	35	19	70	84	86
Phospho2	1599	1535	1064	1522	1565	1645
Phox2a	3	1	1	4	5	5
Phox2b	0	1	0	0	0	0
Phpt1	404	506	318	300	353	341
Phrf1	5647	5738	3775	6988	6276	7123
Phtf1	3589	3732	2641	4159	4209	4064
Phtf2	1930	1811	1243	3360	3412	3669
Phxr2	0	0	0	0	0	0
Phxr4	1	0	5	1	0	1
Phyh	299	338	196	114	114	124
Phyhd1	75	60	47	21	12	22
Phyhip	110	102	68	157	126	163
Phyhipl	8406	8383	5336	4351	3826	4363
Pi15	176	157	98	27	29	33
Pi16	12	16	3	53	25	29
Pi4k2a	4227	4509	2864	4926	4945	5232
Pi4k2b	1080	956	664	1028	1016	1100
Pi4ka	10470	9684	6807	11368	10618	12014
Pi4kb	3801	3685	2567	2947	2874	3180
Pias1	4269	4005	2581	3166	3090	3291
Pias2	8317	7942	5341	7492	7348	7662
Pias3	1904	1810	1348	1820	1780	1943
Pias4	1985	1984	1421	2258	2234	2392
Pibf1	2072	1858	1247	1370	1430	1521
Picalm	16890	16103	10484	23551	23325	24365
Pick1	2253	2362	1594	1133	1097	1263
Pid1	9841	9561	6385	3860	3864	4034
Pif1	1495	1681	1173	2704	2665	2835
Piga	675	688	472	1096	1165	1270
Pigb	767	770	521	541	513	507
Pigc	1943	2117	1257	1314	1402	1434
Pigf	610	598	405	636	570	698
Pigg	997	965	704	1109	1226	1230
Pigh	847	874	536	493	480	574
Pigk	1541	1496	977	1354	1432	1455
Pigl	651	769	469	551	582	538
Pigm	2882	2558	1930	2868	2734	2968
Pign	2322	1939	1556	2274	2128	2139
Pigo	2078	2111	1323	1435	1300	1405
Pigp	3030	3241	2041	1893	2006	1971
